time,delay,data_value,
235,2021-07-07 13:20:07.517392,1298,
237,2021-07-07 13:20:07.565460,48068,
32,2021-07-07 13:20:07.570432,4972,
32,2021-07-07 13:20:07.571409,977,
34,2021-07-07 13:20:07.614964,43555,
212,2021-07-07 13:20:07.616379,1415,
212,2021-07-07 13:20:07.617906,1527,
213,2021-07-07 13:20:07.664795,46889,
68,2021-07-07 13:20:07.665867,1072,
70,2021-07-07 13:20:07.667387,1520,
69,2021-07-07 13:20:07.713079,45692,
168,2021-07-07 13:20:07.713388,309,
167,2021-07-07 13:20:07.713785,397,
168,2021-07-07 13:20:07.763434,49649,
46,2021-07-07 13:20:07.764253,819,
45,2021-07-07 13:20:07.771641,7388,
42,2021-07-07 13:20:07.814468,42827,
225,2021-07-07 13:20:07.815862,1394,
225,2021-07-07 13:20:07.816987,1125,
226,2021-07-07 13:20:07.864345,47358,
245,2021-07-07 13:20:07.865707,1362,
244,2021-07-07 13:20:07.867158,1451,
243,2021-07-07 13:20:07.914972,47814,
25,2021-07-07 13:20:07.916128,1156,
24,2021-07-07 13:20:07.917531,1403,
23,2021-07-07 13:20:07.965271,47740,
197,2021-07-07 13:20:07.966356,1085,
196,2021-07-07 13:20:07.967796,1440,
194,2021-07-07 13:20:08.013588,45792,
85,2021-07-07 13:20:08.013985,397,
87,2021-07-07 13:20:08.014566,581,
87,2021-07-07 13:20:08.062828,48262,
202,2021-07-07 13:20:08.063135,307,
207,2021-07-07 13:20:08.063593,458,
210,2021-07-07 13:20:08.113416,49823,
218,2021-07-07 13:20:08.114079,663,
216,2021-07-07 13:20:08.114867,788,
217,2021-07-07 13:20:08.162884,48017,
3,2021-07-07 13:20:08.163176,292,
3,2021-07-07 13:20:08.170300,7124,
2,2021-07-07 13:20:08.212869,42569,
36,2021-07-07 13:20:08.213278,409,
36,2021-07-07 13:20:08.213734,456,
35,2021-07-07 13:20:08.264688,50954,
253,2021-07-07 13:20:08.266520,1832,
252,2021-07-07 13:20:08.267495,975,
251,2021-07-07 13:20:08.314842,47347,
247,2021-07-07 13:20:08.316028,1186,
247,2021-07-07 13:20:08.317499,1471,
246,2021-07-07 13:20:08.363802,46303,
17,2021-07-07 13:20:08.364390,588,
18,2021-07-07 13:20:08.365120,730,
17,2021-07-07 13:20:08.412791,47671,
248,2021-07-07 13:20:08.413134,343,
247,2021-07-07 13:20:08.413583,449,
245,2021-07-07 13:20:08.462780,49197,
213,2021-07-07 13:20:08.463204,424,
213,2021-07-07 13:20:08.470417,7213,
213,2021-07-07 13:20:08.515239,44822,
204,2021-07-07 13:20:08.516735,1496,
203,2021-07-07 13:20:08.519099,2364,
203,2021-07-07 13:20:08.564656,45557,
30,2021-07-07 13:20:08.565902,1246,
31,2021-07-07 13:20:08.567156,1254,
29,2021-07-07 13:20:08.614655,47499,
242,2021-07-07 13:20:08.615912,1257,
241,2021-07-07 13:20:08.617180,1268,
240,2021-07-07 13:20:08.664844,47664,
33,2021-07-07 13:20:08.666144,1300,
32,2021-07-07 13:20:08.667438,1294,
31,2021-07-07 13:20:08.714812,47374,
7,2021-07-07 13:20:08.716368,1556,
8,2021-07-07 13:20:08.717712,1344,
9,2021-07-07 13:20:08.764666,46954,
37,2021-07-07 13:20:08.766164,1498,
38,2021-07-07 13:20:08.767648,1484,
36,2021-07-07 13:20:08.814982,47334,
6,2021-07-07 13:20:08.815953,971,
7,2021-07-07 13:20:08.817370,1417,
5,2021-07-07 13:20:08.865105,47735,
230,2021-07-07 13:20:08.866293,1188,
231,2021-07-07 13:20:08.867635,1342,
231,2021-07-07 13:20:08.914886,47251,
27,2021-07-07 13:20:08.915771,885,
27,2021-07-07 13:20:08.917131,1360,
27,2021-07-07 13:20:08.964573,47442,
249,2021-07-07 13:20:08.965853,1280,
249,2021-07-07 13:20:08.972045,6192,
249,2021-07-07 13:20:09.014772,42727,
19,2021-07-07 13:20:09.016042,1270,
19,2021-07-07 13:20:09.017348,1306,
19,2021-07-07 13:20:09.064571,47223,
35,2021-07-07 13:20:09.065944,1373,
36,2021-07-07 13:20:09.067130,1186,
35,2021-07-07 13:20:09.114703,47573,
239,2021-07-07 13:20:09.115913,1210,
239,2021-07-07 13:20:09.117285,1372,
239,2021-07-07 13:20:09.164573,47288,
85,2021-07-07 13:20:09.166006,1433,
84,2021-07-07 13:20:09.167157,1151,
84,2021-07-07 13:20:09.214572,47415,
233,2021-07-07 13:20:09.215982,1410,
232,2021-07-07 13:20:09.217405,1423,
232,2021-07-07 13:20:09.264688,47283,
46,2021-07-07 13:20:09.266121,1433,
47,2021-07-07 13:20:09.267695,1574,
46,2021-07-07 13:20:09.314988,47293,
27,2021-07-07 13:20:09.316116,1128,
26,2021-07-07 13:20:09.317459,1343,
27,2021-07-07 13:20:09.364703,47244,
189,2021-07-07 13:20:09.365995,1292,
190,2021-07-07 13:20:09.367387,1392,
190,2021-07-07 13:20:09.414745,47358,
232,2021-07-07 13:20:09.415982,1237,
233,2021-07-07 13:20:09.417253,1271,
232,2021-07-07 13:20:09.464475,47222,
218,2021-07-07 13:20:09.465790,1315,
219,2021-07-07 13:20:09.467063,1273,
218,2021-07-07 13:20:09.514409,47346,
228,2021-07-07 13:20:09.515638,1229,
230,2021-07-07 13:20:09.522205,6567,
229,2021-07-07 13:20:09.564485,42280,
28,2021-07-07 13:20:09.567338,2853,
29,2021-07-07 13:20:09.568835,1497,
28,2021-07-07 13:20:09.613387,44552,
216,2021-07-07 13:20:09.613654,267,
247,2021-07-07 13:20:09.614207,553,
248,2021-07-07 13:20:09.662899,48692,
22,2021-07-07 13:20:09.663182,283,
23,2021-07-07 13:20:09.663665,483,
23,2021-07-07 13:20:09.712737,49072,
247,2021-07-07 13:20:09.713062,325,
247,2021-07-07 13:20:09.713656,594,
246,2021-07-07 13:20:09.762866,49210,
10,2021-07-07 13:20:09.763079,213,
11,2021-07-07 13:20:09.763698,619,
11,2021-07-07 13:20:09.812762,49064,
231,2021-07-07 13:20:09.813011,249,
233,2021-07-07 13:20:09.813511,500,
233,2021-07-07 13:20:09.863113,49602,
1,2021-07-07 13:20:09.863270,157,
0,2021-07-07 13:20:09.863631,361,
1,2021-07-07 13:20:09.912796,49165,
31,2021-07-07 13:20:09.913133,337,
32,2021-07-07 13:20:09.913630,497,
31,2021-07-07 13:20:09.962821,49191,
223,2021-07-07 13:20:09.963073,252,
222,2021-07-07 13:20:09.963664,591,
223,2021-07-07 13:20:10.012764,49100,
40,2021-07-07 13:20:10.013104,340,
41,2021-07-07 13:20:10.013638,534,
42,2021-07-07 13:20:10.062791,49153,
253,2021-07-07 13:20:10.063143,352,
255,2021-07-07 13:20:10.063650,507,
255,2021-07-07 13:20:10.113838,50188,
65,2021-07-07 13:20:10.114602,764,
64,2021-07-07 13:20:10.115303,701,
63,2021-07-07 13:20:10.163552,48249,
5,2021-07-07 13:20:10.164152,600,
6,2021-07-07 13:20:10.171263,7111,
6,2021-07-07 13:20:10.213871,42608,
247,2021-07-07 13:20:10.214457,586,
247,2021-07-07 13:20:10.215430,973,
247,2021-07-07 13:20:10.265283,49853,
255,2021-07-07 13:20:10.266100,817,
254,2021-07-07 13:20:10.267391,1291,
254,2021-07-07 13:20:10.314951,47560,
190,2021-07-07 13:20:10.315816,865,
188,2021-07-07 13:20:10.317398,1582,
189,2021-07-07 13:20:10.362806,45408,
31,2021-07-07 13:20:10.363197,391,
30,2021-07-07 13:20:10.363626,429,
29,2021-07-07 13:20:10.413619,49993,
251,2021-07-07 13:20:10.414303,684,
249,2021-07-07 13:20:10.414993,690,
250,2021-07-07 13:20:10.464716,49723,
7,2021-07-07 13:20:10.465856,1140,
7,2021-07-07 13:20:10.467291,1435,
7,2021-07-07 13:20:10.514962,47671,
252,2021-07-07 13:20:10.516084,1122,
251,2021-07-07 13:20:10.517385,1301,
250,2021-07-07 13:20:10.564724,47339,
54,2021-07-07 13:20:10.566243,1519,
48,2021-07-07 13:20:10.568033,1790,
22,2021-07-07 13:20:10.614758,46725,
252,2021-07-07 13:20:10.615906,1148,
252,2021-07-07 13:20:10.617270,1364,
254,2021-07-07 13:20:10.664706,47436,
3,2021-07-07 13:20:10.666026,1320,
2,2021-07-07 13:20:10.667411,1385,
1,2021-07-07 13:20:10.714856,47445,
4,2021-07-07 13:20:10.715895,1039,
3,2021-07-07 13:20:10.717268,1373,
5,2021-07-07 13:20:10.764724,47456,
16,2021-07-07 13:20:10.766192,1468,
17,2021-07-07 13:20:10.767038,846,
17,2021-07-07 13:20:10.814106,47068,
235,2021-07-07 13:20:10.815034,928,
236,2021-07-07 13:20:10.821166,6132,
236,2021-07-07 13:20:10.863616,42450,
218,2021-07-07 13:20:10.864242,626,
218,2021-07-07 13:20:10.865067,825,
218,2021-07-07 13:20:10.914080,49013,
52,2021-07-07 13:20:10.915164,1084,
52,2021-07-07 13:20:10.915736,572,
51,2021-07-07 13:20:10.964327,48591,
236,2021-07-07 13:20:10.965480,1153,
236,2021-07-07 13:20:10.966717,1237,
235,2021-07-07 13:20:11.014420,47703,
35,2021-07-07 13:20:11.015455,1035,
36,2021-07-07 13:20:11.016583,1128,
35,2021-07-07 13:20:11.064309,47726,
248,2021-07-07 13:20:11.065439,1130,
248,2021-07-07 13:20:11.066639,1200,
248,2021-07-07 13:20:11.114977,48338,
39,2021-07-07 13:20:11.116408,1431,
40,2021-07-07 13:20:11.117991,1583,
38,2021-07-07 13:20:11.164926,46935,
26,2021-07-07 13:20:11.166572,1646,
27,2021-07-07 13:20:11.167600,1028,
27,2021-07-07 13:20:11.214952,47352,
251,2021-07-07 13:20:11.216013,1061,
250,2021-07-07 13:20:11.222270,6257,
250,2021-07-07 13:20:11.265132,42862,
0,2021-07-07 13:20:11.266467,1335,
1,2021-07-07 13:20:11.267517,1050,
255,2021-07-07 13:20:11.315036,47519,
66,2021-07-07 13:20:11.316007,971,
65,2021-07-07 13:20:11.317479,1472,
66,2021-07-07 13:20:11.364689,47210,
238,2021-07-07 13:20:11.366162,1473,
237,2021-07-07 13:20:11.367663,1501,
237,2021-07-07 13:20:11.414820,47157,
9,2021-07-07 13:20:11.415878,1058,
8,2021-07-07 13:20:11.417333,1455,
7,2021-07-07 13:20:11.465070,47737,
46,2021-07-07 13:20:11.465970,900,
46,2021-07-07 13:20:11.467634,1664,
46,2021-07-07 13:20:11.512955,45321,
24,2021-07-07 13:20:11.513397,442,
24,2021-07-07 13:20:11.513843,446,
24,2021-07-07 13:20:11.563001,49158,
224,2021-07-07 13:20:11.563410,409,
224,2021-07-07 13:20:11.563753,343,
223,2021-07-07 13:20:11.613000,49247,
2,2021-07-07 13:20:11.613275,275,
1,2021-07-07 13:20:11.620716,7441,
1,2021-07-07 13:20:11.663245,42529,
236,2021-07-07 13:20:11.663683,438,
238,2021-07-07 13:20:11.664229,546,
236,2021-07-07 13:20:11.713329,49100,
2,2021-07-07 13:20:11.713785,456,
1,2021-07-07 13:20:11.714318,533,
0,2021-07-07 13:20:11.763314,48996,
14,2021-07-07 13:20:11.763730,416,
14,2021-07-07 13:20:11.764313,583,
13,2021-07-07 13:20:11.813589,49276,
192,2021-07-07 13:20:11.814185,596,
191,2021-07-07 13:20:11.815473,1288,
191,2021-07-07 13:20:11.863545,48072,
209,2021-07-07 13:20:11.864155,610,
209,2021-07-07 13:20:11.864823,668,
209,2021-07-07 13:20:11.912992,48169,
249,2021-07-07 13:20:11.913526,534,
248,2021-07-07 13:20:11.920533,7007,
249,2021-07-07 13:20:11.962832,42299,
9,2021-07-07 13:20:11.963176,344,
10,2021-07-07 13:20:11.963703,527,
10,2021-07-07 13:20:12.013305,49602,
18,2021-07-07 13:20:12.013701,396,
17,2021-07-07 13:20:12.014253,552,
16,2021-07-07 13:20:12.064325,50072,
231,2021-07-07 13:20:12.065098,773,
231,2021-07-07 13:20:12.066223,1125,
231,2021-07-07 13:20:12.113065,46842,
254,2021-07-07 13:20:12.113461,396,
255,2021-07-07 13:20:12.114025,564,
254,2021-07-07 13:20:12.163115,49090,
7,2021-07-07 13:20:12.163437,322,
7,2021-07-07 13:20:12.164067,630,
7,2021-07-07 13:20:12.213136,49069,
223,2021-07-07 13:20:12.213446,310,
226,2021-07-07 13:20:12.214075,629,
229,2021-07-07 13:20:12.263511,49436,
16,2021-07-07 13:20:12.264137,626,
16,2021-07-07 13:20:12.264953,816,
18,2021-07-07 13:20:12.313910,48957,
16,2021-07-07 13:20:12.314541,631,
16,2021-07-07 13:20:12.315143,602,
15,2021-07-07 13:20:12.364994,49851,
225,2021-07-07 13:20:12.366118,1124,
225,2021-07-07 13:20:12.367380,1262,
225,2021-07-07 13:20:12.414809,47429,
35,2021-07-07 13:20:12.417007,2198,
36,2021-07-07 13:20:12.418729,1722,
37,2021-07-07 13:20:12.464997,46268,
179,2021-07-07 13:20:12.466932,1935,
174,2021-07-07 13:20:12.468287,1355,
170,2021-07-07 13:20:12.514987,46700,
231,2021-07-07 13:20:12.516366,1379,
233,2021-07-07 13:20:12.517577,1211,
233,2021-07-07 13:20:12.564908,47331,
238,2021-07-07 13:20:12.566412,1504,
237,2021-07-07 13:20:12.567602,1190,
236,2021-07-07 13:20:12.614868,47266,
226,2021-07-07 13:20:12.616252,1384,
224,2021-07-07 13:20:12.617634,1382,
224,2021-07-07 13:20:12.664805,47171,
222,2021-07-07 13:20:12.665713,908,
222,2021-07-07 13:20:12.667344,1631,
224,2021-07-07 13:20:12.714726,47382,
249,2021-07-07 13:20:12.716005,1279,
250,2021-07-07 13:20:12.722146,6141,
250,2021-07-07 13:20:12.764787,42641,
11,2021-07-07 13:20:12.766531,1744,
12,2021-07-07 13:20:12.767745,1214,
12,2021-07-07 13:20:12.814814,47069,
254,2021-07-07 13:20:12.816055,1241,
255,2021-07-07 13:20:12.817587,1532,
0,2021-07-07 13:20:12.864716,47129,
36,2021-07-07 13:20:12.866279,1563,
35,2021-07-07 13:20:12.867645,1366,
36,2021-07-07 13:20:12.915053,47408,
232,2021-07-07 13:20:12.916146,1093,
231,2021-07-07 13:20:12.917453,1307,
231,2021-07-07 13:20:12.964706,47253,
240,2021-07-07 13:20:12.965961,1255,
239,2021-07-07 13:20:12.967562,1601,
238,2021-07-07 13:20:13.014704,47142,
29,2021-07-07 13:20:13.016072,1368,
28,2021-07-07 13:20:13.017304,1232,
29,2021-07-07 13:20:13.064875,47571,
239,2021-07-07 13:20:13.065873,998,
241,2021-07-07 13:20:13.067374,1501,
238,2021-07-07 13:20:13.114729,47355,
45,2021-07-07 13:20:13.115967,1238,
45,2021-07-07 13:20:13.117310,1343,
46,2021-07-07 13:20:13.164922,47612,
248,2021-07-07 13:20:13.165898,976,
249,2021-07-07 13:20:13.172139,6241,
248,2021-07-07 13:20:13.214842,42703,
37,2021-07-07 13:20:13.216518,1676,
37,2021-07-07 13:20:13.218097,1579,
36,2021-07-07 13:20:13.264608,46511,
231,2021-07-07 13:20:13.266092,1484,
231,2021-07-07 13:20:13.267147,1055,
231,2021-07-07 13:20:13.313298,46151,
248,2021-07-07 13:20:13.313698,400,
246,2021-07-07 13:20:13.314109,411,
248,2021-07-07 13:20:13.364443,50334,
229,2021-07-07 13:20:13.365638,1195,
229,2021-07-07 13:20:13.366660,1022,
230,2021-07-07 13:20:13.414924,48264,
211,2021-07-07 13:20:13.416141,1217,
213,2021-07-07 13:20:13.417563,1422,
214,2021-07-07 13:20:13.464836,47273,
48,2021-07-07 13:20:13.466232,1396,
47,2021-07-07 13:20:13.467631,1399,
45,2021-07-07 13:20:13.514652,47021,
232,2021-07-07 13:20:13.515936,1284,
232,2021-07-07 13:20:13.522192,6256,
232,2021-07-07 13:20:13.564069,41877,
220,2021-07-07 13:20:13.564998,929,
219,2021-07-07 13:20:13.565931,933,
221,2021-07-07 13:20:13.614062,48131,
38,2021-07-07 13:20:13.615180,1118,
38,2021-07-07 13:20:13.616350,1170,
37,2021-07-07 13:20:13.664226,47876,
232,2021-07-07 13:20:13.665269,1043,
231,2021-07-07 13:20:13.666442,1173,
230,2021-07-07 13:20:13.714536,48094,
241,2021-07-07 13:20:13.715748,1212,
241,2021-07-07 13:20:13.717224,1476,
240,2021-07-07 13:20:13.764433,47209,
220,2021-07-07 13:20:13.765552,1119,
220,2021-07-07 13:20:13.766957,1405,
222,2021-07-07 13:20:13.814563,47606,
59,2021-07-07 13:20:13.815598,1035,
57,2021-07-07 13:20:13.822123,6525,
57,2021-07-07 13:20:13.864524,42401,
253,2021-07-07 13:20:13.865572,1048,
253,2021-07-07 13:20:13.866977,1405,
253,2021-07-07 13:20:13.914806,47829,
24,2021-07-07 13:20:13.916127,1321,
23,2021-07-07 13:20:13.917408,1281,
25,2021-07-07 13:20:13.965226,47818,
237,2021-07-07 13:20:13.966080,854,
235,2021-07-07 13:20:13.967233,1153,
233,2021-07-07 13:20:14.014665,47432,
46,2021-07-07 13:20:14.015957,1292,
45,2021-07-07 13:20:14.017240,1283,
42,2021-07-07 13:20:14.064784,47544,
2,2021-07-07 13:20:14.066520,1736,
2,2021-07-07 13:20:14.067850,1330,
4,2021-07-07 13:20:14.114765,46915,
8,2021-07-07 13:20:14.116161,1396,
9,2021-07-07 13:20:14.117318,1157,
10,2021-07-07 13:20:14.165029,47711,
15,2021-07-07 13:20:14.166280,1251,
14,2021-07-07 13:20:14.167685,1405,
14,2021-07-07 13:20:14.215264,47579,
140,2021-07-07 13:20:14.217387,2123,
143,2021-07-07 13:20:14.219229,1842,
145,2021-07-07 13:20:14.265133,45904,
100,2021-07-07 13:20:14.266417,1284,
99,2021-07-07 13:20:14.267763,1346,
98,2021-07-07 13:20:14.314937,47174,
25,2021-07-07 13:20:14.315817,880,
24,2021-07-07 13:20:14.322254,6437,
25,2021-07-07 13:20:14.364970,42716,
112,2021-07-07 13:20:14.366084,1114,
109,2021-07-07 13:20:14.367487,1403,
105,2021-07-07 13:20:14.414794,47307,
16,2021-07-07 13:20:14.415957,1163,
22,2021-07-07 13:20:14.417620,1663,
26,2021-07-07 13:20:14.464892,47272,
86,2021-07-07 13:20:14.466588,1696,
85,2021-07-07 13:20:14.467445,857,
84,2021-07-07 13:20:14.514967,47522,
0,2021-07-07 13:20:14.516303,1336,
4,2021-07-07 13:20:14.517864,1561,
8,2021-07-07 13:20:14.564866,47002,
15,2021-07-07 13:20:14.566157,1291,
15,2021-07-07 13:20:14.567341,1184,
15,2021-07-07 13:20:14.615132,47791,
78,2021-07-07 13:20:14.616373,1241,
77,2021-07-07 13:20:14.622291,5918,
76,2021-07-07 13:20:14.664722,42431,
18,2021-07-07 13:20:14.665756,1034,
18,2021-07-07 13:20:14.667132,1376,
18,2021-07-07 13:20:14.714837,47705,
233,2021-07-07 13:20:14.716103,1266,
234,2021-07-07 13:20:14.717467,1364,
235,2021-07-07 13:20:14.764848,47381,
29,2021-07-07 13:20:14.766080,1232,
28,2021-07-07 13:20:14.767270,1190,
25,2021-07-07 13:20:14.814710,47440,
63,2021-07-07 13:20:14.816265,1555,
62,2021-07-07 13:20:14.817551,1286,
62,2021-07-07 13:20:14.864734,47183,
211,2021-07-07 13:20:14.866155,1421,
211,2021-07-07 13:20:14.867984,1829,
212,2021-07-07 13:20:14.914846,46862,
218,2021-07-07 13:20:14.916074,1228,
217,2021-07-07 13:20:14.917404,1330,
214,2021-07-07 13:20:14.964875,47471,
245,2021-07-07 13:20:14.966221,1346,
245,2021-07-07 13:20:14.967428,1207,
246,2021-07-07 13:20:15.015014,47586,
228,2021-07-07 13:20:15.016598,1584,
229,2021-07-07 13:20:15.018249,1651,
229,2021-07-07 13:20:15.063287,45038,
236,2021-07-07 13:20:15.063721,434,
234,2021-07-07 13:20:15.064259,538,
233,2021-07-07 13:20:15.112792,48533,
205,2021-07-07 13:20:15.113109,317,
204,2021-07-07 13:20:15.113667,558,
203,2021-07-07 13:20:15.163266,49599,
3,2021-07-07 13:20:15.163737,471,
2,2021-07-07 13:20:15.164315,578,
0,2021-07-07 13:20:15.214502,50187,
15,2021-07-07 13:20:15.216107,1605,
15,2021-07-07 13:20:15.217320,1213,
13,2021-07-07 13:20:15.264442,47122,
208,2021-07-07 13:20:15.266345,1903,
208,2021-07-07 13:20:15.267223,878,
209,2021-07-07 13:20:15.314511,47288,
59,2021-07-07 13:20:15.315891,1380,
59,2021-07-07 13:20:15.322173,6282,
59,2021-07-07 13:20:15.363943,41770,
255,2021-07-07 13:20:15.364655,712,
0,2021-07-07 13:20:15.365462,807,
1,2021-07-07 13:20:15.412808,47346,
241,2021-07-07 13:20:15.413138,330,
235,2021-07-07 13:20:15.413643,505,
231,2021-07-07 13:20:15.462873,49230,
23,2021-07-07 13:20:15.463127,254,
23,2021-07-07 13:20:15.463653,526,
21,2021-07-07 13:20:15.513732,50079,
193,2021-07-07 13:20:15.514311,579,
194,2021-07-07 13:20:15.515177,866,
201,2021-07-07 13:20:15.564628,49451,
253,2021-07-07 13:20:15.566082,1454,
251,2021-07-07 13:20:15.567139,1057,
252,2021-07-07 13:20:15.614721,47582,
2,2021-07-07 13:20:15.615966,1245,
1,2021-07-07 13:20:15.617238,1272,
2,2021-07-07 13:20:15.665095,47857,
249,2021-07-07 13:20:15.666307,1212,
249,2021-07-07 13:20:15.672456,6149,
250,2021-07-07 13:20:15.712943,40487,
19,2021-07-07 13:20:15.713310,367,
31,2021-07-07 13:20:15.713780,470,
15,2021-07-07 13:20:15.762895,49115,
253,2021-07-07 13:20:15.763268,373,
251,2021-07-07 13:20:15.763676,408,
249,2021-07-07 13:20:15.813563,49887,
20,2021-07-07 13:20:15.814239,676,
18,2021-07-07 13:20:15.815034,795,
17,2021-07-07 13:20:15.864513,49479,
2,2021-07-07 13:20:15.865721,1208,
2,2021-07-07 13:20:15.867006,1285,
1,2021-07-07 13:20:15.914516,47510,
220,2021-07-07 13:20:15.915829,1313,
221,2021-07-07 13:20:15.917164,1335,
221,2021-07-07 13:20:15.965067,47903,
26,2021-07-07 13:20:15.966241,1174,
28,2021-07-07 13:20:15.967379,1138,
27,2021-07-07 13:20:16.013876,46497,
249,2021-07-07 13:20:16.014480,604,
247,2021-07-07 13:20:16.021387,6907,
246,2021-07-07 13:20:16.062942,41555,
245,2021-07-07 13:20:16.063276,334,
248,2021-07-07 13:20:16.063732,456,
0,2021-07-07 13:20:16.113798,50066,
42,2021-07-07 13:20:16.114362,564,
41,2021-07-07 13:20:16.115031,669,
37,2021-07-07 13:20:16.163309,48278,
53,2021-07-07 13:20:16.163679,370,
51,2021-07-07 13:20:16.164287,608,
50,2021-07-07 13:20:16.214556,50269,
15,2021-07-07 13:20:16.215786,1230,
16,2021-07-07 13:20:16.217192,1406,
16,2021-07-07 13:20:16.264618,47426,
31,2021-07-07 13:20:16.265900,1282,
31,2021-07-07 13:20:16.267325,1425,
32,2021-07-07 13:20:16.314020,46695,
20,2021-07-07 13:20:16.314550,530,
19,2021-07-07 13:20:16.315317,767,
19,2021-07-07 13:20:16.362805,47488,
23,2021-07-07 13:20:16.363183,378,
29,2021-07-07 13:20:16.363787,604,
34,2021-07-07 13:20:16.413799,50012,
236,2021-07-07 13:20:16.414508,709,
231,2021-07-07 13:20:16.421316,6808,
246,2021-07-07 13:20:16.464694,43378,
233,2021-07-07 13:20:16.465654,960,
235,2021-07-07 13:20:16.466533,879,
234,2021-07-07 13:20:16.515116,48583,
52,2021-07-07 13:20:16.516665,1549,
49,2021-07-07 13:20:16.518062,1397,
49,2021-07-07 13:20:16.564936,46874,
243,2021-07-07 13:20:16.566519,1583,
243,2021-07-07 13:20:16.568457,1938,
242,2021-07-07 13:20:16.613549,45092,
3,2021-07-07 13:20:16.613963,414,
2,2021-07-07 13:20:16.614544,581,
3,2021-07-07 13:20:16.662967,48423,
245,2021-07-07 13:20:16.663452,485,
245,2021-07-07 13:20:16.663752,300,
240,2021-07-07 13:20:16.713789,50037,
250,2021-07-07 13:20:16.714336,547,
252,2021-07-07 13:20:16.720997,6661,
252,2021-07-07 13:20:16.763722,42725,
229,2021-07-07 13:20:16.764482,760,
228,2021-07-07 13:20:16.765381,899,
228,2021-07-07 13:20:16.814499,49118,
34,2021-07-07 13:20:16.815836,1337,
32,2021-07-07 13:20:16.817024,1188,
31,2021-07-07 13:20:16.864934,47910,
202,2021-07-07 13:20:16.866762,1828,
203,2021-07-07 13:20:16.867888,1126,
202,2021-07-07 13:20:16.915056,47168,
9,2021-07-07 13:20:16.916895,1839,
8,2021-07-07 13:20:16.918570,1675,
8,2021-07-07 13:20:16.965027,46457,
201,2021-07-07 13:20:16.966562,1535,
201,2021-07-07 13:20:16.967882,1320,
201,2021-07-07 13:20:17.014200,46318,
220,2021-07-07 13:20:17.015132,932,
219,2021-07-07 13:20:17.016002,870,
224,2021-07-07 13:20:17.064654,48652,
252,2021-07-07 13:20:17.066103,1449,
252,2021-07-07 13:20:17.072155,6052,
254,2021-07-07 13:20:17.114909,42754,
237,2021-07-07 13:20:17.116234,1325,
238,2021-07-07 13:20:17.117323,1089,
238,2021-07-07 13:20:17.165115,47792,
241,2021-07-07 13:20:17.166881,1766,
242,2021-07-07 13:20:17.168112,1231,
242,2021-07-07 13:20:17.214922,46810,
88,2021-07-07 13:20:17.216438,1516,
90,2021-07-07 13:20:17.217837,1399,
89,2021-07-07 13:20:17.264918,47081,
231,2021-07-07 13:20:17.266157,1239,
231,2021-07-07 13:20:17.267433,1276,
233,2021-07-07 13:20:17.314893,47460,
2,2021-07-07 13:20:17.316324,1431,
1,2021-07-07 13:20:17.317416,1092,
3,2021-07-07 13:20:17.364731,47315,
238,2021-07-07 13:20:17.366062,1331,
239,2021-07-07 13:20:17.367297,1235,
239,2021-07-07 13:20:17.415018,47721,
27,2021-07-07 13:20:17.416084,1066,
28,2021-07-07 13:20:17.417567,1483,
28,2021-07-07 13:20:17.464841,47274,
222,2021-07-07 13:20:17.466226,1385,
220,2021-07-07 13:20:17.467418,1192,
219,2021-07-07 13:20:17.515036,47618,
217,2021-07-07 13:20:17.516171,1135,
220,2021-07-07 13:20:17.518028,1857,
224,2021-07-07 13:20:17.565097,47069,
244,2021-07-07 13:20:17.566638,1541,
234,2021-07-07 13:20:17.568010,1372,
234,2021-07-07 13:20:17.615115,47105,
249,2021-07-07 13:20:17.616726,1611,
250,2021-07-07 13:20:17.618181,1455,
252,2021-07-07 13:20:17.664987,46806,
245,2021-07-07 13:20:17.666529,1542,
246,2021-07-07 13:20:17.667902,1373,
246,2021-07-07 13:20:17.714949,47047,
7,2021-07-07 13:20:17.716158,1209,
10,2021-07-07 13:20:17.717515,1357,
10,2021-07-07 13:20:17.764764,47249,
252,2021-07-07 13:20:17.766088,1324,
253,2021-07-07 13:20:17.767343,1255,
252,2021-07-07 13:20:17.813646,46303,
3,2021-07-07 13:20:17.814388,742,
4,2021-07-07 13:20:17.821141,6753,
4,2021-07-07 13:20:17.862910,41769,
25,2021-07-07 13:20:17.863125,215,
26,2021-07-07 13:20:17.863741,616,
29,2021-07-07 13:20:17.913054,49313,
14,2021-07-07 13:20:17.913310,256,
10,2021-07-07 13:20:17.913772,462,
0,2021-07-07 13:20:17.964500,50728,
37,2021-07-07 13:20:17.965437,937,
38,2021-07-07 13:20:17.966287,850,
38,2021-07-07 13:20:18.014634,48347,
15,2021-07-07 13:20:18.015972,1338,
17,2021-07-07 13:20:18.017237,1265,
16,2021-07-07 13:20:18.064694,47457,
10,2021-07-07 13:20:18.066113,1419,
8,2021-07-07 13:20:18.067389,1276,
8,2021-07-07 13:20:18.114915,47526,
69,2021-07-07 13:20:18.116216,1301,
69,2021-07-07 13:20:18.122275,6059,
70,2021-07-07 13:20:18.165562,43287,
45,2021-07-07 13:20:18.166325,763,
45,2021-07-07 13:20:18.167391,1066,
45,2021-07-07 13:20:18.213783,46392,
206,2021-07-07 13:20:18.214375,592,
