time,delay,data_value,
243,2021-07-07 13:19:56.717011,1113,
250,2021-07-07 13:19:56.764307,47296,
67,2021-07-07 13:19:56.765636,1329,
62,2021-07-07 13:19:56.767046,1410,
53,2021-07-07 13:19:56.814339,47293,
226,2021-07-07 13:19:56.815648,1309,
226,2021-07-07 13:19:56.816917,1269,
228,2021-07-07 13:19:56.864310,47393,
2,2021-07-07 13:19:56.865601,1291,
2,2021-07-07 13:19:56.866845,1244,
3,2021-07-07 13:19:56.914366,47521,
255,2021-07-07 13:19:56.915623,1257,
251,2021-07-07 13:19:56.922454,6831,
253,2021-07-07 13:19:56.964270,41816,
205,2021-07-07 13:19:56.965645,1375,
206,2021-07-07 13:19:56.966830,1185,
204,2021-07-07 13:19:57.014361,47531,
239,2021-07-07 13:19:57.015738,1377,
243,2021-07-07 13:19:57.017057,1319,
241,2021-07-07 13:19:57.064282,47225,
232,2021-07-07 13:19:57.065726,1444,
235,2021-07-07 13:19:57.067126,1400,
236,2021-07-07 13:19:57.114214,47088,
51,2021-07-07 13:19:57.115555,1341,
52,2021-07-07 13:19:57.116850,1295,
52,2021-07-07 13:19:57.164401,47551,
229,2021-07-07 13:19:57.165620,1219,
228,2021-07-07 13:19:57.166830,1210,
227,2021-07-07 13:19:57.214317,47487,
54,2021-07-07 13:19:57.215580,1263,
57,2021-07-07 13:19:57.216787,1207,
67,2021-07-07 13:19:57.264325,47538,
74,2021-07-07 13:19:57.265658,1333,
66,2021-07-07 13:19:57.266968,1310,
76,2021-07-07 13:19:57.314367,47399,
234,2021-07-07 13:19:57.315534,1167,
234,2021-07-07 13:19:57.316704,1170,
234,2021-07-07 13:19:57.364401,47697,
25,2021-07-07 13:19:57.365423,1022,
23,2021-07-07 13:19:57.372055,6632,
21,2021-07-07 13:19:57.414348,42293,
212,2021-07-07 13:19:57.415608,1260,
211,2021-07-07 13:19:57.416854,1246,
211,2021-07-07 13:19:57.464518,47664,
226,2021-07-07 13:19:57.465895,1377,
227,2021-07-07 13:19:57.467128,1233,
230,2021-07-07 13:19:57.514296,47168,
207,2021-07-07 13:19:57.515711,1415,
206,2021-07-07 13:19:57.516613,902,
208,2021-07-07 13:19:57.564277,47664,
194,2021-07-07 13:19:57.565613,1336,
193,2021-07-07 13:19:57.566862,1249,
193,2021-07-07 13:19:57.614345,47483,
82,2021-07-07 13:19:57.615616,1271,
80,2021-07-07 13:19:57.616754,1138,
79,2021-07-07 13:19:57.664300,47546,
34,2021-07-07 13:19:57.665506,1206,
35,2021-07-07 13:19:57.666795,1289,
35,2021-07-07 13:19:57.714259,47464,
64,2021-07-07 13:19:57.715587,1328,
64,2021-07-07 13:19:57.721963,6376,
64,2021-07-07 13:19:57.764225,42262,
251,2021-07-07 13:19:57.765616,1391,
251,2021-07-07 13:19:57.766822,1206,
252,2021-07-07 13:19:57.814407,47585,
32,2021-07-07 13:19:57.815602,1195,
34,2021-07-07 13:19:57.817017,1415,
36,2021-07-07 13:19:57.865131,48114,
211,2021-07-07 13:19:57.866670,1539,
213,2021-07-07 13:19:57.867598,928,
213,2021-07-07 13:19:57.914436,46838,
56,2021-07-07 13:19:57.915919,1483,
55,2021-07-07 13:19:57.917283,1364,
56,2021-07-07 13:19:57.964343,47060,
212,2021-07-07 13:19:57.965588,1245,
215,2021-07-07 13:19:57.966854,1266,
214,2021-07-07 13:19:58.014300,47446,
227,2021-07-07 13:19:58.015567,1267,
224,2021-07-07 13:19:58.016883,1316,
223,2021-07-07 13:19:58.064331,47448,
29,2021-07-07 13:19:58.065654,1323,
51,2021-07-07 13:19:58.071982,6328,
55,2021-07-07 13:19:58.114317,42335,
194,2021-07-07 13:19:58.115648,1331,
188,2021-07-07 13:19:58.116647,999,
181,2021-07-07 13:19:58.164895,48248,
116,2021-07-07 13:19:58.166210,1315,
120,2021-07-07 13:19:58.167179,969,
145,2021-07-07 13:19:58.214517,47338,
39,2021-07-07 13:19:58.216063,1546,
140,2021-07-07 13:19:58.217176,1113,
220,2021-07-07 13:19:58.264495,47319,
216,2021-07-07 13:19:58.265842,1347,
215,2021-07-07 13:19:58.267044,1202,
227,2021-07-07 13:19:58.314388,47344,
216,2021-07-07 13:19:58.315747,1359,
216,2021-07-07 13:19:58.317076,1329,
225,2021-07-07 13:19:58.364429,47353,
249,2021-07-07 13:19:58.365636,1207,
10,2021-07-07 13:19:58.366862,1226,
242,2021-07-07 13:19:58.414280,47418,
228,2021-07-07 13:19:58.415565,1285,
230,2021-07-07 13:19:58.421961,6396,
226,2021-07-07 13:19:58.464348,42387,
122,2021-07-07 13:19:58.466079,1731,
120,2021-07-07 13:19:58.467443,1364,
120,2021-07-07 13:19:58.514522,47079,
227,2021-07-07 13:19:58.515841,1319,
223,2021-07-07 13:19:58.517181,1340,
229,2021-07-07 13:19:58.564487,47306,
182,2021-07-07 13:19:58.565828,1341,
182,2021-07-07 13:19:58.567059,1231,
183,2021-07-07 13:19:58.614414,47355,
196,2021-07-07 13:19:58.615805,1391,
200,2021-07-07 13:19:58.617089,1284,
199,2021-07-07 13:19:58.664480,47391,
208,2021-07-07 13:19:58.666155,1675,
208,2021-07-07 13:19:58.667355,1200,
209,2021-07-07 13:19:58.714518,47163,
158,2021-07-07 13:19:58.715797,1279,
157,2021-07-07 13:19:58.717138,1341,
156,2021-07-07 13:19:58.764611,47473,
11,2021-07-07 13:19:58.765919,1308,
11,2021-07-07 13:19:58.772215,6296,
12,2021-07-07 13:19:58.814700,42485,
209,2021-07-07 13:19:58.815815,1115,
208,2021-07-07 13:19:58.817491,1676,
208,2021-07-07 13:19:58.864508,47017,
2,2021-07-07 13:19:58.865830,1322,
1,2021-07-07 13:19:58.867326,1496,
2,2021-07-07 13:19:58.914785,47459,
250,2021-07-07 13:19:58.918893,4108,
250,2021-07-07 13:19:58.919553,660,
249,2021-07-07 13:19:58.964739,45186,
188,2021-07-07 13:19:58.965796,1057,
188,2021-07-07 13:19:58.967054,1258,
188,2021-07-07 13:19:59.015259,48205,
238,2021-07-07 13:19:59.017636,2377,
238,2021-07-07 13:19:59.019655,2019,
241,2021-07-07 13:19:59.062812,43157,
3,2021-07-07 13:19:59.063237,425,
3,2021-07-07 13:19:59.063661,424,
3,2021-07-07 13:19:59.113433,49772,
59,2021-07-07 13:19:59.114287,854,
65,2021-07-07 13:19:59.115048,761,
73,2021-07-07 13:19:59.164864,49816,
191,2021-07-07 13:19:59.166394,1530,
189,2021-07-07 13:19:59.167886,1492,
191,2021-07-07 13:19:59.214727,46841,
52,2021-07-07 13:19:59.216259,1532,
50,2021-07-07 13:19:59.217702,1443,
50,2021-07-07 13:19:59.264592,46890,
42,2021-07-07 13:19:59.266177,1585,
39,2021-07-07 13:19:59.267497,1320,
34,2021-07-07 13:19:59.314592,47095,
16,2021-07-07 13:19:59.316156,1564,
40,2021-07-07 13:19:59.317509,1353,
65,2021-07-07 13:19:59.364473,46964,
62,2021-07-07 13:19:59.366084,1611,
58,2021-07-07 13:19:59.367533,1449,
55,2021-07-07 13:19:59.414816,47283,
185,2021-07-07 13:19:59.416355,1539,
199,2021-07-07 13:19:59.417726,1371,
220,2021-07-07 13:19:59.464308,46582,
60,2021-07-07 13:19:59.465748,1440,
67,2021-07-07 13:19:59.467078,1330,
71,2021-07-07 13:19:59.514436,47358,
123,2021-07-07 13:19:59.515800,1364,
110,2021-07-07 13:19:59.517038,1238,
113,2021-07-07 13:19:59.564795,47757,
94,2021-07-07 13:19:59.566127,1332,
102,2021-07-07 13:19:59.567446,1319,
107,2021-07-07 13:19:59.615127,47681,
171,2021-07-07 13:19:59.616208,1081,
169,2021-07-07 13:19:59.621715,5507,
166,2021-07-07 13:19:59.662710,40995,
58,2021-07-07 13:19:59.663071,361,
57,2021-07-07 13:19:59.663577,506,
57,2021-07-07 13:19:59.712750,49173,
217,2021-07-07 13:19:59.712979,229,
218,2021-07-07 13:19:59.713550,571,
218,2021-07-07 13:19:59.762696,49146,
14,2021-07-07 13:19:59.762946,250,
13,2021-07-07 13:19:59.763611,665,
15,2021-07-07 13:19:59.812794,49183,
249,2021-07-07 13:19:59.812991,197,
250,2021-07-07 13:19:59.813533,542,
249,2021-07-07 13:19:59.862824,49291,
200,2021-07-07 13:19:59.863049,225,
201,2021-07-07 13:19:59.863622,573,
201,2021-07-07 13:19:59.913778,50156,
11,2021-07-07 13:19:59.914386,608,
11,2021-07-07 13:19:59.915150,764,
11,2021-07-07 13:19:59.963559,48409,
211,2021-07-07 13:19:59.964167,608,
209,2021-07-07 13:19:59.965085,918,
208,2021-07-07 13:20:00.013796,48711,
233,2021-07-07 13:20:00.014563,767,
227,2021-07-07 13:20:00.015525,962,
221,2021-07-07 13:20:00.062938,47413,
233,2021-07-07 13:20:00.063281,343,
232,2021-07-07 13:20:00.063772,491,
231,2021-07-07 13:20:00.114802,51030,
101,2021-07-07 13:20:00.115846,1044,
97,2021-07-07 13:20:00.121712,5866,
95,2021-07-07 13:20:00.163312,41600,
42,2021-07-07 13:20:00.163815,503,
49,2021-07-07 13:20:00.164340,525,
44,2021-07-07 13:20:00.213206,48866,
86,2021-07-07 13:20:00.213562,356,
79,2021-07-07 13:20:00.214400,838,
70,2021-07-07 13:20:00.263220,48820,
68,2021-07-07 13:20:00.263578,358,
67,2021-07-07 13:20:00.264187,609,
72,2021-07-07 13:20:00.315385,51198,
20,2021-07-07 13:20:00.316629,1244,
24,2021-07-07 13:20:00.317631,1002,
28,2021-07-07 13:20:00.363659,46028,
233,2021-07-07 13:20:00.364328,669,
233,2021-07-07 13:20:00.365045,717,
230,2021-07-07 13:20:00.412663,47618,
215,2021-07-07 13:20:00.412949,286,
222,2021-07-07 13:20:00.413497,548,
217,2021-07-07 13:20:00.462606,49109,
61,2021-07-07 13:20:00.463005,399,
58,2021-07-07 13:20:00.463567,562,
55,2021-07-07 13:20:00.512788,49221,
230,2021-07-07 13:20:00.513274,486,
229,2021-07-07 13:20:00.520513,7239,
228,2021-07-07 13:20:00.564290,43777,
222,2021-07-07 13:20:00.565714,1424,
223,2021-07-07 13:20:00.567005,1291,
224,2021-07-07 13:20:00.614431,47426,
253,2021-07-07 13:20:00.615801,1370,
253,2021-07-07 13:20:00.617145,1344,
252,2021-07-07 13:20:00.663962,46817,
16,2021-07-07 13:20:00.664799,837,
16,2021-07-07 13:20:00.665668,869,
15,2021-07-07 13:20:00.714565,48897,
34,2021-07-07 13:20:00.716133,1568,
34,2021-07-07 13:20:00.717667,1534,
34,2021-07-07 13:20:00.764988,47321,
212,2021-07-07 13:20:00.766204,1216,
214,2021-07-07 13:20:00.767642,1438,
213,2021-07-07 13:20:00.812770,45128,
74,2021-07-07 13:20:00.813054,284,
72,2021-07-07 13:20:00.813614,560,
83,2021-07-07 13:20:00.863443,49829,
0,2021-07-07 13:20:00.863979,536,
255,2021-07-07 13:20:00.870911,6932,
253,2021-07-07 13:20:00.914397,43486,
214,2021-07-07 13:20:00.915790,1393,
211,2021-07-07 13:20:00.917183,1393,
211,2021-07-07 13:20:00.964331,47148,
102,2021-07-07 13:20:00.965775,1444,
101,2021-07-07 13:20:00.967181,1406,
99,2021-07-07 13:20:01.016330,49149,
13,2021-07-07 13:20:01.017724,1394,
10,2021-07-07 13:20:01.018357,633,
8,2021-07-07 13:20:01.063086,44729,
71,2021-07-07 13:20:01.063429,343,
80,2021-07-07 13:20:01.063826,397,
84,2021-07-07 13:20:01.112790,48964,
33,2021-07-07 13:20:01.113025,235,
24,2021-07-07 13:20:01.113574,549,
18,2021-07-07 13:20:01.164008,50434,
234,2021-07-07 13:20:01.164645,637,
233,2021-07-07 13:20:01.165351,706,
229,2021-07-07 13:20:01.214938,49587,
191,2021-07-07 13:20:01.217143,2205,
190,2021-07-07 13:20:01.222781,5638,
186,2021-07-07 13:20:01.265344,42563,
167,2021-07-07 13:20:01.266444,1100,
167,2021-07-07 13:20:01.267574,1130,
167,2021-07-07 13:20:01.315174,47600,
60,2021-07-07 13:20:01.316781,1607,
50,2021-07-07 13:20:01.318468,1687,
37,2021-07-07 13:20:01.362839,44371,
255,2021-07-07 13:20:01.363239,400,
252,2021-07-07 13:20:01.363596,357,
248,2021-07-07 13:20:01.412667,49071,
56,2021-07-07 13:20:01.412979,312,
36,2021-07-07 13:20:01.413590,611,
50,2021-07-07 13:20:01.462700,49110,
52,2021-07-07 13:20:01.463062,362,
41,2021-07-07 13:20:01.463678,616,
34,2021-07-07 13:20:01.514348,50670,
33,2021-07-07 13:20:01.515679,1331,
32,2021-07-07 13:20:01.517089,1410,
33,2021-07-07 13:20:01.564510,47421,
52,2021-07-07 13:20:01.565949,1439,
64,2021-07-07 13:20:01.567304,1355,
70,2021-07-07 13:20:01.614485,47181,
235,2021-07-07 13:20:01.615939,1454,
243,2021-07-07 13:20:01.622100,6161,
255,2021-07-07 13:20:01.663114,41014,
241,2021-07-07 13:20:01.663553,439,
231,2021-07-07 13:20:01.664157,604,
221,2021-07-07 13:20:01.712800,48643,
185,2021-07-07 13:20:01.713012,212,
188,2021-07-07 13:20:01.713656,644,
190,2021-07-07 13:20:01.762922,49266,
27,2021-07-07 13:20:01.763282,360,
29,2021-07-07 13:20:01.763827,545,
26,2021-07-07 13:20:01.814433,50606,
14,2021-07-07 13:20:01.815611,1178,
11,2021-07-07 13:20:01.817081,1470,
10,2021-07-07 13:20:01.864415,47334,
228,2021-07-07 13:20:01.865720,1305,
228,2021-07-07 13:20:01.866870,1150,
229,2021-07-07 13:20:01.914572,47702,
0,2021-07-07 13:20:01.916232,1660,
255,2021-07-07 13:20:01.917703,1471,
255,2021-07-07 13:20:01.964518,46815,
1,2021-07-07 13:20:01.965887,1369,
1,2021-07-07 13:20:01.967076,1189,
0,2021-07-07 13:20:02.014650,47574,
8,2021-07-07 13:20:02.016048,1398,
11,2021-07-07 13:20:02.017390,1342,
15,2021-07-07 13:20:02.064503,47113,
29,2021-07-07 13:20:02.065698,1195,
28,2021-07-07 13:20:02.066905,1207,
28,2021-07-07 13:20:02.114471,47566,
208,2021-07-07 13:20:02.115775,1304,
208,2021-07-07 13:20:02.116898,1123,
208,2021-07-07 13:20:02.164372,47474,
0,2021-07-07 13:20:02.165673,1301,
0,2021-07-07 13:20:02.167166,1493,
1,2021-07-07 13:20:02.214498,47332,
211,2021-07-07 13:20:02.216500,2002,
210,2021-07-07 13:20:02.217250,750,
211,2021-07-07 13:20:02.264349,47099,
32,2021-07-07 13:20:02.265623,1274,
35,2021-07-07 13:20:02.272182,6559,
35,2021-07-07 13:20:02.315247,43065,
0,2021-07-07 13:20:02.317217,1970,
1,2021-07-07 13:20:02.318747,1530,
4,2021-07-07 13:20:02.362924,44177,
170,2021-07-07 13:20:02.363354,430,
171,2021-07-07 13:20:02.363816,462,
170,2021-07-07 13:20:02.412704,48888,
69,2021-07-07 13:20:02.413103,399,
71,2021-07-07 13:20:02.413622,519,
72,2021-07-07 13:20:02.463356,49734,
239,2021-07-07 13:20:02.464138,782,
239,2021-07-07 13:20:02.465008,870,
240,2021-07-07 13:20:02.514452,49444,
29,2021-07-07 13:20:02.515809,1357,
30,2021-07-07 13:20:02.517105,1296,
30,2021-07-07 13:20:02.564496,47391,
6,2021-07-07 13:20:02.565639,1143,
6,2021-07-07 13:20:02.566943,1304,
5,2021-07-07 13:20:02.614484,47541,
229,2021-07-07 13:20:02.615770,1286,
229,2021-07-07 13:20:02.617129,1359,
228,2021-07-07 13:20:02.664572,47443,
211,2021-07-07 13:20:02.665737,1165,
210,2021-07-07 13:20:02.672523,6786,
208,2021-07-07 13:20:02.714695,42172,
232,2021-07-07 13:20:02.716057,1362,
233,2021-07-07 13:20:02.717374,1317,
234,2021-07-07 13:20:02.764415,47041,
144,2021-07-07 13:20:02.766011,1596,
145,2021-07-07 13:20:02.767376,1365,
145,2021-07-07 13:20:02.814316,46940,
42,2021-07-07 13:20:02.815623,1307,
44,2021-07-07 13:20:02.816906,1283,
47,2021-07-07 13:20:02.864287,47381,
38,2021-07-07 13:20:02.865617,1330,
37,2021-07-07 13:20:02.866924,1307,
35,2021-07-07 13:20:02.914363,47439,
23,2021-07-07 13:20:02.915760,1397,
23,2021-07-07 13:20:02.917096,1336,
28,2021-07-07 13:20:03.014451,97355,
41,2021-07-07 13:20:03.015518,1067,
40,2021-07-07 13:20:03.016633,1115,
40,2021-07-07 13:20:03.017883,1250,
1,2021-07-07 13:20:03.062780,44897,
34,2021-07-07 13:20:03.063125,345,
46,2021-07-07 13:20:03.063688,563,
38,2021-07-07 13:20:03.112827,49139,
212,2021-07-07 13:20:03.113220,393,
212,2021-07-07 13:20:03.113710,490,
211,2021-07-07 13:20:03.164382,50672,
54,2021-07-07 13:20:03.165645,1263,
47,2021-07-07 13:20:03.214762,49117,
36,2021-07-07 13:20:03.216388,1626,
217,2021-07-07 13:20:03.220046,3658,
220,2021-07-07 13:20:03.220689,643,
226,2021-07-07 13:20:03.264489,43800,
204,2021-07-07 13:20:03.265985,1496,
207,2021-07-07 13:20:03.267433,1448,
208,2021-07-07 13:20:03.313110,45677,
35,2021-07-07 13:20:03.313511,401,
38,2021-07-07 13:20:03.313895,384,
39,2021-07-07 13:20:03.362826,48931,
56,2021-07-07 13:20:03.363112,286,
51,2021-07-07 13:20:03.363596,484,
48,2021-07-07 13:20:03.413004,49408,
176,2021-07-07 13:20:03.413524,520,
178,2021-07-07 13:20:03.414032,508,
177,2021-07-07 13:20:03.464651,50619,
57,2021-07-07 13:20:03.466140,1489,
57,2021-07-07 13:20:03.472222,6082,
58,2021-07-07 13:20:03.514589,42367,
193,2021-07-07 13:20:03.516174,1585,
196,2021-07-07 13:20:03.517753,1579,
193,2021-07-07 13:20:03.564583,46830,
73,2021-07-07 13:20:03.566896,2313,
72,2021-07-07 13:20:03.567871,975,
72,2021-07-07 13:20:03.614661,46790,
159,2021-07-07 13:20:03.616243,1582,
155,2021-07-07 13:20:03.617608,1365,
156,2021-07-07 13:20:03.664560,46952,
227,2021-07-07 13:20:03.666165,1605,
226,2021-07-07 13:20:03.667583,1418,
224,2021-07-07 13:20:03.714591,47008,
205,2021-07-07 13:20:03.716157,1566,
206,2021-07-07 13:20:03.717569,1412,
206,2021-07-07 13:20:03.763044,45475,
195,2021-07-07 13:20:03.763249,205,
192,2021-07-07 13:20:03.770488,7239,
190,2021-07-07 13:20:03.815022,44534,
223,2021-07-07 13:20:03.817001,1979,
222,2021-07-07 13:20:03.818572,1571,
225,2021-07-07 13:20:03.864713,46141,
245,2021-07-07 13:20:03.866128,1415,
241,2021-07-07 13:20:03.867431,1303,
239,2021-07-07 13:20:03.914411,46980,
16,2021-07-07 13:20:03.915762,1351,
17,2021-07-07 13:20:03.917142,1380,
18,2021-07-07 13:20:03.964380,47238,
205,2021-07-07 13:20:03.965685,1305,
204,2021-07-07 13:20:03.966925,1240,
205,2021-07-07 13:20:04.014384,47459,
226,2021-07-07 13:20:04.015782,1398,
222,2021-07-07 13:20:04.016892,1110,
222,2021-07-07 13:20:04.064618,47726,
161,2021-07-07 13:20:04.066235,1617,
155,2021-07-07 13:20:04.067329,1094,
152,2021-07-07 13:20:04.113872,46543,
206,2021-07-07 13:20:04.114637,765,
206,2021-07-07 13:20:04.120944,6307,
205,2021-07-07 13:20:04.164954,44010,
219,2021-07-07 13:20:04.166484,1530,
222,2021-07-07 13:20:04.167775,1291,
221,2021-07-07 13:20:04.214630,46855,
255,2021-07-07 13:20:04.216195,1565,
249,2021-07-07 13:20:04.217916,1721,
247,2021-07-07 13:20:04.264564,46648,
76,2021-07-07 13:20:04.266175,1611,
67,2021-07-07 13:20:04.267528,1353,
56,2021-07-07 13:20:04.314588,47060,
124,2021-07-07 13:20:04.316162,1574,
125,2021-07-07 13:20:04.317673,1511,
130,2021-07-07 13:20:04.364775,47102,
199,2021-07-07 13:20:04.366325,1550,
201,2021-07-07 13:20:04.367662,1337,
204,2021-07-07 13:20:04.413026,45364,
230,2021-07-07 13:20:04.413500,474,
239,2021-07-07 13:20:04.414036,536,
247,2021-07-07 13:20:04.464119,50083,
199,2021-07-07 13:20:04.465181,1062,
206,2021-07-07 13:20:04.466075,894,
216,2021-07-07 13:20:04.514808,48733,
65,2021-07-07 13:20:04.516337,1529,
67,2021-07-07 13:20:04.517701,1364,
68,2021-07-07 13:20:04.564612,46911,
234,2021-07-07 13:20:04.566214,1602,
237,2021-07-07 13:20:04.567720,1506,
239,2021-07-07 13:20:04.614629,46909,
215,2021-07-07 13:20:04.616185,1556,
214,2021-07-07 13:20:04.617562,1377,
211,2021-07-07 13:20:04.664839,47277,
6,2021-07-07 13:20:04.666799,1960,
4,2021-07-07 13:20:04.668575,1776,
0,2021-07-07 13:20:04.715287,46712,
238,2021-07-07 13:20:04.717616,2329,
238,2021-07-07 13:20:04.718990,1374,
238,2021-07-07 13:20:04.763011,44021,
78,2021-07-07 13:20:04.763257,246,
76,2021-07-07 13:20:04.763789,532,
67,2021-07-07 13:20:04.814479,50690,
240,2021-07-07 13:20:04.815705,1226,
239,2021-07-07 13:20:04.816903,1198,
240,2021-07-07 13:20:04.864426,47523,
45,2021-07-07 13:20:04.865731,1305,
46,2021-07-07 13:20:04.867095,1364,
45,2021-07-07 13:20:04.964720,97625,
41,2021-07-07 13:20:04.965825,1105,
40,2021-07-07 13:20:04.967192,1367,
40,2021-07-07 13:20:05.013067,45875,
52,2021-07-07 13:20:05.013429,362,
51,2021-07-07 13:20:05.020831,7402,
48,2021-07-07 13:20:05.064601,43770,
19,2021-07-07 13:20:05.065874,1273,
23,2021-07-07 13:20:05.067212,1338,
23,2021-07-07 13:20:05.114707,47495,
41,2021-07-07 13:20:05.115852,1145,
46,2021-07-07 13:20:05.117213,1361,
50,2021-07-07 13:20:05.214032,96819,
198,2021-07-07 13:20:05.214861,829,
196,2021-07-07 13:20:05.215740,879,
195,2021-07-07 13:20:05.216612,872,
245,2021-07-07 13:20:05.264950,48338,
92,2021-07-07 13:20:05.266134,1184,
88,2021-07-07 13:20:05.267652,1518,
85,2021-07-07 13:20:05.312747,45095,
218,2021-07-07 13:20:05.313103,356,
214,2021-07-07 13:20:05.313620,517,
210,2021-07-07 13:20:05.362789,49169,
111,2021-07-07 13:20:05.363011,222,
109,2021-07-07 13:20:05.363636,625,
112,2021-07-07 13:20:05.412947,49311,
234,2021-07-07 13:20:05.413294,347,
231,2021-07-07 13:20:05.413958,664,
226,2021-07-07 13:20:05.464350,50392,
188,2021-07-07 13:20:05.465691,1341,
185,2021-07-07 13:20:05.466914,1223,
186,2021-07-07 13:20:05.514727,47813,
235,2021-07-07 13:20:05.516068,1341,
235,2021-07-07 13:20:05.522229,6161,
239,2021-07-07 13:20:05.565491,43262,
244,2021-07-07 13:20:05.566722,1231,
242,2021-07-07 13:20:05.568061,1339,
241,2021-07-07 13:20:05.614156,46095,
109,2021-07-07 13:20:05.615249,1093,
105,2021-07-07 13:20:05.616726,1477,
101,2021-07-07 13:20:05.666532,49806,
45,2021-07-07 13:20:05.669048,2516,
40,2021-07-07 13:20:05.670788,1740,
32,2021-07-07 13:20:05.714723,43935,
54,2021-07-07 13:20:05.715830,1107,
51,2021-07-07 13:20:05.717139,1309,
48,2021-07-07 13:20:05.764673,47534,
64,2021-07-07 13:20:05.765774,1101,
62,2021-07-07 13:20:05.766998,1224,
61,2021-07-07 13:20:05.814828,47830,
225,2021-07-07 13:20:05.815899,1071,
226,2021-07-07 13:20:05.817229,1330,
224,2021-07-07 13:20:05.865064,47835,
187,2021-07-07 13:20:05.866868,1804,
185,2021-07-07 13:20:05.868557,1689,
183,2021-07-07 13:20:05.913120,44563,
210,2021-07-07 13:20:05.913652,532,
208,2021-07-07 13:20:05.914016,364,
205,2021-07-07 13:20:05.963961,49945,
244,2021-07-07 13:20:05.964584,623,
250,2021-07-07 13:20:05.971444,6860,
254,2021-07-07 13:20:06.014626,43182,
240,2021-07-07 13:20:06.015833,1207,
245,2021-07-07 13:20:06.017068,1235,
245,2021-07-07 13:20:06.064594,47526,
226,2021-07-07 13:20:06.065919,1325,
224,2021-07-07 13:20:06.067204,1285,
225,2021-07-07 13:20:06.114665,47461,
1,2021-07-07 13:20:06.115955,1290,
0,2021-07-07 13:20:06.117196,1241,
255,2021-07-07 13:20:06.165330,48134,
9,2021-07-07 13:20:06.166771,1441,
10,2021-07-07 13:20:06.168616,1845,
9,2021-07-07 13:20:06.213290,44674,
235,2021-07-07 13:20:06.213877,587,
240,2021-07-07 13:20:06.214481,604,
248,2021-07-07 13:20:06.262747,48266,
0,2021-07-07 13:20:06.263006,259,
0,2021-07-07 13:20:06.270290,7284,
1,2021-07-07 13:20:06.313038,42748,
8,2021-07-07 13:20:06.313689,651,
9,2021-07-07 13:20:06.314304,615,
8,2021-07-07 13:20:06.364695,50391,
53,2021-07-07 13:20:06.366220,1525,
54,2021-07-07 13:20:06.367490,1270,
53,2021-07-07 13:20:06.414571,47081,
242,2021-07-07 13:20:06.415903,1332,
241,2021-07-07 13:20:06.417189,1286,
241,2021-07-07 13:20:06.464731,47542,
19,2021-07-07 13:20:06.466580,1849,
19,2021-07-07 13:20:06.467784,1204,
19,2021-07-07 13:20:06.512779,44995,
8,2021-07-07 13:20:06.513052,273,
7,2021-07-07 13:20:06.513631,579,
7,2021-07-07 13:20:06.564708,51077,
214,2021-07-07 13:20:06.565968,1260,
213,2021-07-07 13:20:06.567297,1329,
214,2021-07-07 13:20:06.614587,47290,
29,2021-07-07 13:20:06.615850,1263,
28,2021-07-07 13:20:06.617119,1269,
29,2021-07-07 13:20:06.664517,47398,
47,2021-07-07 13:20:06.665924,1407,
47,2021-07-07 13:20:06.667355,1431,
47,2021-07-07 13:20:06.714679,47324,
29,2021-07-07 13:20:06.715880,1201,
29,2021-07-07 13:20:06.722088,6208,
27,2021-07-07 13:20:06.764978,42890,
46,2021-07-07 13:20:06.767060,2082,
46,2021-07-07 13:20:06.770552,3492,
48,2021-07-07 13:20:06.813000,42448,
75,2021-07-07 13:20:06.813381,381,
81,2021-07-07 13:20:06.813632,251,
77,2021-07-07 13:20:06.864625,50993,
28,2021-07-07 13:20:06.865961,1336,
28,2021-07-07 13:20:06.867165,1204,
27,2021-07-07 13:20:06.914671,47506,
30,2021-07-07 13:20:06.916010,1339,
32,2021-07-07 13:20:06.917279,1269,
33,2021-07-07 13:20:06.965004,47725,
235,2021-07-07 13:20:06.965825,821,
233,2021-07-07 13:20:06.967182,1357,
233,2021-07-07 13:20:07.014679,47497,
34,2021-07-07 13:20:07.016104,1425,
34,2021-07-07 13:20:07.017520,1416,
34,2021-07-07 13:20:07.064460,46940,
108,2021-07-07 13:20:07.065254,794,
106,2021-07-07 13:20:07.071051,5797,
105,2021-07-07 13:20:07.113224,42173,
165,2021-07-07 13:20:07.113693,469,
165,2021-07-07 13:20:07.114251,558,
130,2021-07-07 13:20:07.164720,50469,
26,2021-07-07 13:20:07.166192,1472,
244,2021-07-07 13:20:07.167409,1217,
68,2021-07-07 13:20:07.214580,47171,
237,2021-07-07 13:20:07.215956,1376,
9,2021-07-07 13:20:07.217254,1298,
11,2021-07-07 13:20:07.264438,47184,
163,2021-07-07 13:20:07.265686,1248,
173,2021-07-07 13:20:07.266928,1242,
178,2021-07-07 13:20:07.314483,47555,
252,2021-07-07 13:20:07.315778,1295,
252,2021-07-07 13:20:07.317001,1223,
252,2021-07-07 13:20:07.364596,47595,
158,2021-07-07 13:20:07.365836,1240,
164,2021-07-07 13:20:07.367266,1430,
165,2021-07-07 13:20:07.414441,47175,
248,2021-07-07 13:20:07.415881,1440,
249,2021-07-07 13:20:07.417136,1255,
0,2021-07-07 13:20:07.464416,47280,
196,2021-07-07 13:20:07.465497,1081,
192,2021-07-07 13:20:07.466852,1355,
196,2021-07-07 13:20:07.514726,47874,
234,2021-07-07 13:20:07.516094,1368,
