time,data_value,
2021-07-08 10:26:14.6,30,30,31,
2021-07-08 10:26:15.1,30,30,31,
2021-07-08 10:26:15.6,31,31,31,
2021-07-08 10:26:16.2,31,0,61,
2021-07-08 10:26:16.8,31,0,61,
2021-07-08 10:26:17.3,30,0,31,
2021-07-08 10:26:17.9,30,30,61,
2021-07-08 10:26:18.4,31,30,30,
2021-07-08 10:26:19.0,30,31,30,
2021-07-08 10:26:19.6,30,31,31,
2021-07-08 10:26:20.1,30,30,31,
2021-07-08 10:26:20.7,30,31,30,
2021-07-08 10:26:21.3,0,31,30,
2021-07-08 10:26:21.8,30,30,31,
2021-07-08 10:26:22.4,31,30,31,
2021-07-08 10:26:22.9,30,31,31,
2021-07-08 10:26:23.5,31,30,30,
2021-07-08 10:26:24.0,31,31,30,
2021-07-08 10:26:24.6,30,0,30,
2021-07-08 10:26:25.2,31,30,31,
2021-07-08 10:26:25.7,30,30,30,
2021-07-08 10:26:26.3,30,31,31,
2021-07-08 10:26:26.8,0,30,30,
2021-07-08 10:26:27.4,31,30,31,
2021-07-08 10:26:28.0,31,0,31,
2021-07-08 10:26:28.5,30,0,30,
2021-07-08 10:26:29.1,0,0,31,
2021-07-08 10:26:29.6,0,0,31,
2021-07-08 10:26:30.2,0,31,0,
2021-07-08 10:26:30.8,31,31,31,
2021-07-08 10:26:31.3,0,30,30,
2021-07-08 10:26:31.9,31,31,31,
2021-07-08 10:26:32.4,0,30,30,
2021-07-08 10:26:33.0,0,31,0,
2021-07-08 10:26:33.6,0,0,0,
2021-07-08 10:26:34.1,30,0,0,
2021-07-08 10:26:34.7,0,31,0,
2021-07-08 10:26:35.2,31,30,31,
2021-07-08 10:26:35.8,30,0,30,
2021-07-08 10:26:36.4,0,30,0,
2021-07-08 10:26:36.9,0,30,30,
2021-07-08 10:26:37.5,31,0,31,
2021-07-08 10:26:38.0,31,30,30,
2021-07-08 10:26:38.6,0,31,0,
2021-07-08 10:26:39.2,31,30,31,
2021-07-08 10:26:39.7,31,30,30,
2021-07-08 10:26:40.3,31,30,30,
2021-07-08 10:26:40.8,30,31,31,
2021-07-08 10:26:41.4,31,30,30,
2021-07-08 10:26:42.0,31,31,30,
2021-07-08 10:26:42.5,31,30,30,
2021-07-08 10:26:43.1,31,0,61,
2021-07-08 10:26:43.6,30,31,31,
2021-07-08 10:26:44.2,0,31,30,
2021-07-08 10:26:44.8,31,31,30,
2021-07-08 10:26:45.3,30,30,30,
2021-07-08 10:26:45.9,30,31,30,
2021-07-08 10:26:46.4,30,31,31,
2021-07-08 10:26:47.0,31,31,31,
2021-07-08 10:26:47.6,30,30,30,
2021-07-08 10:26:48.1,30,0,30,
2021-07-08 10:26:48.7,0,0,0,
2021-07-08 10:26:49.2,0,30,31,
2021-07-08 10:26:49.8,30,31,0,
2021-07-08 10:26:50.4,0,0,31,
2021-07-08 10:26:51.0,0,0,0,
2021-07-08 10:26:51.5,0,31,0,
2021-07-08 10:26:52.1,30,0,31,
2021-07-08 10:26:52.6,0,30,31,
2021-07-08 10:26:53.3,0,31,31,
2021-07-08 10:26:53.7,0,0,0,
2021-07-08 10:26:54.3,30,0,31,
2021-07-08 10:26:54.8,0,0,30,
2021-07-08 10:26:55.4,0,0,0,
2021-07-08 10:26:56.0,0,0,31,
2021-07-08 10:26:56.5,30,0,31,
2021-07-08 10:26:57.1,0,30,31,
2021-07-08 10:26:57.6,0,0,31,
2021-07-08 10:26:58.2,0,0,30,
2021-07-08 10:26:58.8,31,0,30,
2021-07-08 10:26:59.3,31,30,30,
2021-07-08 10:26:59.9,31,31,0,
2021-07-08 10:27:00.5,0,30,0,
2021-07-08 10:27:01.0,30,30,31,
2021-07-08 10:27:01.6,31,31,61,
2021-07-08 10:27:02.1,0,0,31,
2021-07-08 10:27:02.7,30,30,31,
2021-07-08 10:27:03.2,30,31,31,
2021-07-08 10:27:03.8,30,31,31,
2021-07-08 10:32:03.0,64,72,31,
2021-07-08 10:32:03.5,66,72,83,
2021-07-08 10:32:04.0,133,72,83,
2021-07-08 10:32:04.5,64,71,83,
2021-07-08 10:32:05.0,64,72,81,
2021-07-08 10:32:05.5,66,115,83,
2021-07-08 10:32:06.0,66,72,83,
2021-07-08 10:32:06.5,133,72,83,
2021-07-08 10:32:07.0,64,71,81,
2021-07-08 10:32:07.5,64,71,31,
2021-07-08 10:32:08.0,66,72,83,
2021-07-08 10:32:08.5,66,72,83,
2021-07-08 10:32:09.0,66,71,31,
2021-07-08 10:32:09.5,64,72,83,
2021-07-08 10:32:10.0,66,72,83,
2021-07-08 10:32:10.5,64,72,83,
2021-07-08 10:32:11.0,64,72,81,
2021-07-08 10:32:11.5,66,72,31,
2021-07-08 10:32:12.0,64,71,81,
2021-07-08 10:32:12.5,64,71,81,
2021-07-08 10:32:13.0,64,71,81,
2021-07-08 10:32:13.5,64,71,81,
2021-07-08 10:32:14.0,133,72,83,
2021-07-08 10:32:14.5,66,71,83,
2021-07-08 10:32:15.0,64,72,83,
2021-07-08 10:32:15.5,64,115,81,
2021-07-08 10:32:16.0,66,71,81,
2021-07-08 10:32:16.5,64,71,81,
2021-07-08 10:32:17.0,66,71,81,
2021-07-08 10:32:17.5,64,72,81,
2021-07-08 10:32:18.0,66,71,81,
2021-07-08 10:32:18.5,64,71,81,
2021-07-08 10:32:19.0,64,115,83,
2021-07-08 10:32:19.5,64,71,81,
2021-07-08 10:32:20.0,66,71,31,
2021-07-08 10:32:20.5,64,71,81,
2021-07-08 10:32:21.0,66,71,81,
2021-07-08 10:32:21.5,66,71,81,
2021-07-08 10:32:22.0,133,71,81,
2021-07-08 10:32:22.5,133,72,83,
2021-07-08 10:32:23.0,64,27,83,
2021-07-08 10:32:23.5,66,72,31,
2021-07-08 10:32:24.0,64,72,133,
2021-07-08 10:32:24.5,66,115,81,
2021-07-08 10:32:25.0,64,72,83,
2021-07-08 10:32:25.5,133,71,81,
2021-07-08 10:32:26.0,64,72,133,
2021-07-08 10:32:26.5,64,71,81,
2021-07-08 10:32:27.1,66,72,83,
2021-07-08 10:32:27.6,66,115,31,
2021-07-08 10:32:28.0,64,72,83,
2021-07-08 10:32:28.5,64,72,83,
2021-07-08 10:32:29.1,66,72,83,
2021-07-08 10:32:29.5,133,71,81,
2021-07-08 10:32:30.0,66,27,81,
2021-07-08 10:32:30.5,64,71,81,
2021-07-08 10:32:31.0,66,71,81,
2021-07-08 10:32:31.6,133,72,133,
2021-07-08 10:32:32.0,133,71,81,
2021-07-08 10:32:32.5,66,72,83,
2021-07-08 10:32:33.0,66,115,81,
2021-07-08 10:32:33.6,64,72,83,
2021-07-08 10:32:34.0,133,71,83,
2021-07-08 10:32:34.5,64,72,83,
2021-07-08 10:32:35.0,66,27,83,
2021-07-08 10:32:35.6,64,72,83,
2021-07-08 10:32:36.0,64,71,81,
2021-07-08 10:32:36.5,66,71,81,
2021-07-08 10:32:37.0,64,71,81,
2021-07-08 10:32:37.6,64,72,83,
2021-07-08 10:32:38.0,66,72,83,
2021-07-08 10:32:38.5,64,72,81,
2021-07-08 10:32:39.0,66,72,83,
2021-07-08 10:32:39.6,64,71,83,
2021-07-08 10:32:40.0,66,71,81,
2021-07-08 10:32:40.5,64,71,81,
2021-07-08 10:32:41.0,64,71,83,
2021-07-08 10:32:41.5,-2,71,81,
2021-07-08 10:32:42.0,64,71,81,
2021-07-08 10:32:42.5,64,72,83,
2021-07-08 10:32:43.0,64,72,83,
2021-07-08 10:32:43.6,64,71,81,
2021-07-08 10:32:44.0,66,71,31,
2021-07-08 10:32:44.5,64,115,81,
2021-07-08 10:32:45.0,64,71,81,
2021-07-08 10:32:45.5,66,72,83,
2021-07-08 10:32:46.1,64,71,81,
2021-07-08 10:32:46.5,64,72,81,
2021-07-08 10:32:47.0,66,71,31,
2021-07-08 10:32:47.5,66,71,81,
2021-07-08 10:32:48.0,66,72,81,
2021-07-08 10:32:48.6,133,115,83,
