time,data_value,
2021-07-08 10:32:49.1,66,115,31,
2021-07-08 10:32:49.6,64,72,83,
2021-07-08 10:32:50.1,133,72,81,
2021-07-08 10:32:50.6,66,71,81,
2021-07-08 10:32:51.1,64,72,83,
2021-07-08 10:32:51.6,66,71,81,
2021-07-08 10:32:52.1,64,72,83,
2021-07-08 10:32:52.6,66,72,83,
2021-07-08 10:32:53.1,66,72,83,
2021-07-08 10:32:53.6,66,72,81,
2021-07-08 10:32:54.1,66,115,81,
2021-07-08 10:32:54.6,64,71,81,
2021-07-08 10:32:55.1,66,72,81,
2021-07-08 10:32:55.6,66,71,81,
2021-07-08 10:32:56.1,133,72,83,
2021-07-08 10:32:56.6,-2,71,83,
2021-07-08 10:32:57.1,64,71,81,
2021-07-08 10:32:57.6,133,115,81,
2021-07-08 10:32:58.1,64,72,83,
2021-07-08 10:32:58.6,66,72,83,
2021-07-08 10:32:59.1,66,115,81,
2021-07-08 10:32:59.6,66,72,81,
2021-07-08 10:33:00.1,66,115,83,
2021-07-08 10:33:00.6,66,72,83,
2021-07-08 10:33:01.1,66,72,83,
2021-07-08 10:33:01.6,66,71,81,
2021-07-08 10:33:02.1,66,72,81,
2021-07-08 10:33:02.6,66,115,31,
2021-07-08 10:33:03.1,66,71,83,
2021-07-08 10:33:03.6,66,72,83,
2021-07-08 10:33:04.1,66,72,83,
2021-07-08 10:33:04.6,64,71,81,
2021-07-08 10:33:05.1,66,72,31,
2021-07-08 10:33:05.6,64,72,83,
2021-07-08 10:33:06.1,66,71,83,
2021-07-08 10:33:06.6,66,71,83,
2021-07-08 10:33:07.1,66,115,31,
2021-07-08 10:33:07.6,64,72,83,
2021-07-08 10:33:08.1,66,72,83,
2021-07-08 10:33:08.6,66,71,81,
2021-07-08 10:33:09.1,66,71,81,
2021-07-08 10:33:09.6,66,72,83,
2021-07-08 10:33:10.1,64,71,83,
2021-07-08 10:33:10.6,133,72,83,
2021-07-08 10:33:11.1,66,72,83,
2021-07-08 10:33:11.6,66,72,83,
2021-07-08 10:33:12.1,66,71,83,
2021-07-08 10:33:12.6,66,71,81,
2021-07-08 10:33:13.1,133,71,81,
2021-07-08 10:33:13.6,133,72,83,
2021-07-08 10:33:14.1,64,71,81,
2021-07-08 10:33:14.6,66,71,81,
2021-07-08 10:33:15.1,66,71,83,
2021-07-08 10:33:15.6,66,72,83,
2021-07-08 10:33:16.1,66,72,83,
2021-07-08 10:33:16.6,66,72,81,
2021-07-08 10:33:17.1,66,71,81,
2021-07-08 10:33:17.7,64,72,83,
2021-07-08 10:33:18.1,66,71,81,
2021-07-08 10:33:18.6,66,71,83,
2021-07-08 10:33:19.1,66,72,83,
2021-07-08 10:33:19.7,64,115,81,
2021-07-08 10:33:20.1,66,72,81,
2021-07-08 10:33:20.6,64,72,83,
2021-07-08 10:33:21.1,133,71,81,
2021-07-08 10:33:21.7,66,71,81,
2021-07-08 10:33:22.1,64,72,31,
2021-07-08 10:33:22.6,64,71,81,
2021-07-08 10:33:23.1,64,115,83,
2021-07-08 10:33:23.7,133,72,83,
2021-07-08 10:33:24.1,66,71,81,
2021-07-08 10:33:24.6,66,71,81,
2021-07-08 10:33:25.2,66,72,83,
2021-07-08 10:33:25.7,64,71,81,
2021-07-08 10:33:26.1,64,115,31,
2021-07-08 10:33:26.6,66,71,81,
2021-07-08 10:33:27.1,66,71,81,
2021-07-08 10:33:27.7,66,71,81,
2021-07-08 10:33:28.1,66,115,83,
2021-07-08 10:33:28.6,66,72,83,
2021-07-08 10:33:29.2,133,72,83,
2021-07-08 10:33:29.6,66,72,81,
2021-07-08 10:33:30.1,64,72,83,
2021-07-08 10:33:30.6,64,72,83,
2021-07-08 10:33:31.2,133,72,83,
2021-07-08 10:33:31.6,133,72,83,
2021-07-08 10:33:32.1,66,71,81,
2021-07-08 10:33:32.6,64,71,81,
2021-07-08 10:34:32.3,133,71,81,
2021-07-08 10:34:32.8,64,72,83,
2021-07-08 10:34:33.3,133,72,83,
2021-07-08 10:34:33.8,64,72,83,
2021-07-08 10:34:34.3,66,72,83,
2021-07-08 10:34:34.8,66,71,81,
2021-07-08 10:34:35.3,66,72,83,
2021-07-08 10:34:35.8,133,72,83,
2021-07-08 10:34:36.3,64,72,31,
2021-07-08 10:34:36.8,64,72,83,
2021-07-08 10:34:37.3,66,71,81,
2021-07-08 10:34:37.8,64,71,81,
2021-07-08 10:34:38.3,64,71,83,
2021-07-08 10:34:38.8,64,72,83,
2021-07-08 10:34:39.3,64,71,81,
2021-07-08 10:34:39.8,64,71,81,
2021-07-08 10:34:40.3,66,71,81,
2021-07-08 10:34:40.8,64,72,83,
2021-07-08 10:34:41.3,66,71,81,
2021-07-08 10:34:41.8,66,71,81,
2021-07-08 10:34:42.3,66,115,83,
2021-07-08 10:34:42.8,64,72,81,
2021-07-08 10:34:43.3,66,71,81,
2021-07-08 10:34:43.8,66,72,83,
2021-07-08 10:34:44.3,66,71,81,
2021-07-08 10:34:44.8,66,71,81,
2021-07-08 10:34:45.4,66,72,83,
2021-07-08 10:34:45.8,66,72,83,
2021-07-08 10:34:46.3,64,72,31,
2021-07-08 10:34:46.8,64,72,31,
2021-07-08 10:34:47.3,66,71,31,
2021-07-08 10:34:47.8,133,71,81,
2021-07-08 10:34:48.3,133,72,81,
2021-07-08 10:34:48.8,64,72,133,
2021-07-08 10:34:49.3,66,72,83,
2021-07-08 10:34:49.8,66,72,83,
2021-07-08 10:34:50.3,64,72,81,
2021-07-08 10:34:50.8,66,71,81,
